LogIntensity,ResolutionRange
7.565868,6.20-5.97
3.818852,6.20-5.97
3.888367,6.20-5.97
6.871833,6.20-5.97
4.979936,6.20-5.97
3.535415,6.20-5.97
5.170816,6.20-5.97
1.515845,6.20-5.97
7.811124,6.20-5.97
3.469097,6.20-5.97
2.330606,6.20-5.97
3.827416,6.20-5.97
4.127835,6.20-5.97
4.202046,6.20-5.97
5.366443,6.20-5.97
6.627718,6.20-5.97
5.220464,6.20-5.97
5.301716,6.20-5.97
3.149656,6.20-5.97
2.330606,6.20-5.97
5.073658,6.20-5.97
7.382124,6.20-5.97
6.576574,6.20-5.97
5.188659,6.20-5.97
3.585818,6.20-5.97
6.602839,6.20-5.97
5.711652,6.20-5.97
5.285608,6.20-5.97
4.684777,6.20-5.97
7.332141,6.20-5.97
6.987453,6.20-5.97
6.112109,6.20-5.97
5.980708,6.20-5.97
7.174543,6.20-5.97
0.674150,6.20-5.97
4.974972,6.20-5.97
6.342531,6.20-5.97
3.566990,6.20-5.97
6.538118,6.20-5.97
4.684172,6.20-5.97
6.056982,6.20-5.97
4.357666,6.20-5.97
3.244602,6.20-5.97
5.340728,6.20-5.97
4.361799,6.20-5.97
7.025659,6.20-5.97
6.459614,6.20-5.97
5.096348,6.20-5.97
5.170816,6.20-5.97
4.361799,6.20-5.97
5.800604,6.20-5.97
6.497113,6.20-5.97
6.342531,6.20-5.97
4.808856,6.20-5.97
6.541988,6.20-5.97
5.275254,6.20-5.97
0.285626,6.20-5.97
5.284986,6.20-5.97
5.285608,6.20-5.97
2.229063,6.20-5.97
1.295040,6.20-5.97
2.743814,6.20-5.97
3.188589,6.20-5.97
7.301312,6.20-5.97
7.301312,6.20-5.97
5.073658,6.20-5.97
7.487481,6.20-5.97
5.848406,6.20-5.97
4.569894,6.20-5.97
3.352145,6.20-5.97
4.092048,6.20-5.97
7.036875,6.20-5.97
5.321217,6.20-5.97
5.664105,6.20-5.97
3.581716,6.20-5.97
5.608520,6.20-5.97
5.160963,6.20-5.97
5.377762,6.20-5.97
3.341021,6.20-5.97
6.538118,6.20-5.97
3.762954,6.20-5.97
6.693251,6.20-5.97
4.152515,6.20-5.97
6.781780,6.20-5.97
7.076321,6.20-5.97
6.092207,6.20-5.97
7.104809,6.20-5.97
4.202046,6.20-5.97
6.779630,6.20-5.97
4.936489,6.20-5.97
6.781780,6.20-5.97
5.965157,6.20-5.97
5.210761,6.20-5.97
4.123438,6.20-5.97
3.798466,6.20-5.97
4.898021,6.20-5.97
4.755506,6.20-5.97
4.652398,6.20-5.97
6.515001,6.20-5.97
6.331002,6.20-5.97
5.793594,6.20-5.97
6.116529,6.20-5.97
5.037898,6.20-5.97
7.565868,6.20-5.97
4.268744,6.20-5.97
2.886160,6.20-5.97
4.829273,6.20-5.97
5.275254,6.20-5.97
5.377691,6.20-5.97
2.522625,6.20-5.97
6.817771,6.20-5.97
6.325717,6.20-5.97
5.007956,6.20-5.97
4.464292,6.20-5.97
6.800444,6.20-5.97
5.369340,6.20-5.97
2.196322,6.20-5.97
5.335832,6.20-5.97
0.582390,6.20-5.97
5.928145,6.20-5.97
2.516327,6.20-5.97
5.915759,6.20-5.97
4.286430,6.20-5.97
5.447532,6.20-5.97
4.766889,6.20-5.97
4.540590,6.20-5.97
7.101350,6.20-5.97
5.371845,6.20-5.97
5.115913,6.20-5.97
5.711652,6.20-5.97
7.208201,6.20-5.97
6.116529,6.20-5.97
3.733575,6.20-5.97
6.779630,6.20-5.97
6.800444,6.20-5.97
0.674150,6.20-5.97
0.582390,6.20-5.97
2.308876,6.20-5.97
7.487481,6.20-5.97
2.675359,6.20-5.97
5.761358,6.20-5.97
5.345646,6.20-5.97
4.755506,6.20-5.97
5.252425,6.20-5.97
6.161514,6.20-5.97
3.907428,6.20-5.97
5.373270,6.20-5.97
7.356681,6.20-5.97
8.284726,6.20-5.97
4.803153,6.20-5.97
7.258974,6.20-5.97
4.357666,6.20-5.97
5.433212,6.20-5.97
1.871339,6.20-5.97
1.731939,6.20-5.97
5.494456,6.20-5.97
3.740548,6.20-5.97
5.373270,6.20-5.97
5.761358,6.20-5.97
7.797395,6.20-5.97
2.675359,6.20-5.97
4.821496,6.20-5.97
5.433334,6.20-5.97
4.871614,6.20-5.97
5.302713,6.20-5.97
4.268744,6.20-5.97
5.215405,6.20-5.97
4.642155,6.20-5.97
4.079299,6.20-5.97
5.676936,6.20-5.97
6.142896,6.20-5.97
3.707208,6.20-5.97
2.214547,6.20-5.97
7.496471,6.20-5.97
7.254844,6.20-5.97
5.494456,6.20-5.97
3.924708,6.20-5.97
1.736786,6.20-5.97
5.377691,6.20-5.97
5.446214,6.20-5.97
4.054136,6.20-5.97
5.340728,6.20-5.97
3.769082,6.20-5.97
7.203417,6.20-5.97
4.509952,6.20-5.97
4.323731,6.20-5.97
5.130064,6.20-5.97
2.251309,6.20-5.97
4.509742,6.20-5.97
5.630164,6.20-5.97
3.977772,6.20-5.97
4.190053,6.20-5.97
5.892698,6.20-5.97
5.188368,6.20-5.97
4.499318,6.20-5.97
2.704107,6.20-5.97
6.497113,6.20-5.97
4.684172,6.20-5.97
4.014011,6.20-5.97
5.473227,6.20-5.97
7.208201,6.20-5.97
6.576574,6.20-5.97
6.181769,6.20-5.97
5.361037,6.20-5.97
6.541988,6.20-5.97
5.019057,6.20-5.97
4.974972,6.20-5.97
3.550818,6.20-5.97
5.886400,6.20-5.97
5.366514,6.20-5.97
1.424729,6.20-5.97
2.229063,6.20-5.97
5.954791,6.20-5.97
5.007956,6.20-5.97
7.101350,6.20-5.97
5.335832,6.20-5.97
4.509952,6.20-5.97
4.844237,6.20-5.97
4.642155,6.20-5.97
4.152515,6.20-5.97
5.996732,6.20-5.97
4.830158,6.20-5.97
6.871833,6.20-5.97
5.954791,6.20-5.97
5.505138,6.20-5.97
4.127835,6.20-5.97
4.883013,6.20-5.97
6.314337,6.20-5.97
4.323731,6.20-5.97
3.827416,6.20-5.97
5.366443,6.20-5.97
5.793594,6.20-5.97
6.240055,6.20-5.97
3.531807,6.20-5.97
4.808813,6.20-5.97
3.655311,6.20-5.97
5.915759,6.20-5.97
4.618144,6.20-5.97
4.369092,6.20-5.97
5.538698,6.20-5.97
4.190053,6.20-5.97
4.079299,6.20-5.97
4.850713,6.20-5.97
6.056982,6.20-5.97
2.742600,6.20-5.97
3.740548,6.20-5.97
2.924087,6.20-5.97
0.653312,6.20-5.97
6.780605,6.20-5.97
5.301716,6.20-5.97
2.986843,6.20-5.97
5.167098,6.20-5.97
5.220464,6.20-5.97
7.104809,6.20-5.97
4.446381,6.20-5.97
3.226419,6.20-5.97
7.153359,6.20-5.97
6.407399,6.20-5.97
5.571509,6.20-5.97
3.581716,6.20-5.97
6.461806,6.20-5.97
3.188589,6.20-5.97
6.664804,6.20-5.97
6.119175,6.20-5.97
3.749573,6.20-5.97
5.899892,6.20-5.97
4.759980,6.20-5.97
4.652398,6.20-5.97
0.407269,6.20-5.97
2.437359,6.20-5.97
5.345646,6.20-5.97
3.149656,6.20-5.97
6.693251,6.20-5.97
6.515001,6.20-5.97
5.004959,6.20-5.97
4.464292,6.20-5.97
5.518187,6.20-5.97
5.188368,6.20-5.97
5.608520,6.20-5.97
4.829273,6.20-5.97
7.174543,6.20-5.97
5.571509,6.20-5.97
3.655311,6.20-5.97
6.368716,6.20-5.97
6.119175,6.20-5.97
5.321217,6.20-5.97
6.217999,6.20-5.97
4.301672,6.20-5.97
3.749573,6.20-5.97
1.285561,6.20-5.97
6.817771,6.20-5.97
3.733575,6.20-5.97
3.585818,6.20-5.97
4.813219,6.20-5.97
6.153876,6.20-5.97
4.684777,6.20-5.97
4.850713,6.20-5.97
5.676936,6.20-5.97
5.369340,6.20-5.97
5.664105,6.20-5.97
6.395479,6.20-5.97
6.331002,6.20-5.97
7.254844,6.20-5.97
2.268995,6.20-5.97
4.369092,6.20-5.97
6.042745,6.20-5.97
1.871339,6.20-5.97
1.515845,6.20-5.97
5.597315,6.20-5.97
5.198960,6.20-5.97
1.736786,6.20-5.97
6.076505,6.20-5.97
0.407269,6.20-5.97
7.025659,6.20-5.97
6.407399,6.20-5.97
5.903061,6.20-5.97
3.496398,6.20-5.97
5.362862,6.20-5.97
4.049151,6.20-5.97
5.366514,6.20-5.97
6.823567,6.20-5.97
6.627718,6.20-5.97
5.567924,6.20-5.97
5.130064,6.20-5.97
1.285561,6.20-5.97
4.286430,6.20-5.97
5.630164,6.20-5.97
3.798466,6.20-5.97
2.742600,6.20-5.97
0.578858,6.20-5.97
4.813219,6.20-5.97
2.041041,6.20-5.97
4.540590,6.20-5.97
2.986843,6.20-5.97
6.153876,6.20-5.97
2.041041,6.20-5.97
2.929568,6.20-5.97
4.049151,6.20-5.97
5.928145,6.20-5.97
6.470517,6.20-5.97
5.490575,6.20-5.97
5.525333,6.20-5.97
6.070691,6.20-5.97
5.216284,6.20-5.97
5.433212,6.20-5.97
4.629513,6.20-5.97
6.558650,6.20-5.97
4.898021,6.20-5.97
4.446381,6.20-5.97
6.654464,6.20-5.97
7.811124,6.20-5.97
5.216284,6.20-5.97
4.821496,6.20-5.97
4.936489,6.20-5.97
5.004959,6.20-5.97
5.252425,6.20-5.97
4.808856,6.20-5.97
2.736010,6.20-5.97
4.453212,6.20-5.97
3.480079,6.20-5.97
5.473227,6.20-5.97
4.766889,6.20-5.97
2.196322,6.20-5.97
7.382124,6.20-5.97
5.361037,6.20-5.97
5.284986,6.20-5.97
4.759980,6.20-5.97
5.538698,6.20-5.97
7.496471,6.20-5.97
5.210761,6.20-5.97
5.173121,6.20-5.97
6.314337,6.20-5.97
3.977442,6.20-5.97
4.883013,6.20-5.97
6.112109,6.20-5.97
6.234145,6.20-5.97
5.777642,6.20-5.97
6.602839,6.20-5.97
4.979936,6.20-5.97
7.167726,6.20-5.97
3.535415,6.20-5.97
2.924087,6.20-5.97
7.797395,6.20-5.97
6.470517,6.20-5.97
4.871614,6.20-5.97
6.780605,6.20-5.97
6.395479,6.20-5.97
6.461806,6.20-5.97
5.494741,6.20-5.97
6.664804,6.20-5.97
6.070691,6.20-5.97
5.775200,6.20-5.97
4.123438,6.20-5.97
4.357233,6.20-5.97
3.888367,6.20-5.97
5.166629,6.20-5.97
4.299403,6.20-5.97
6.042745,6.20-5.97
3.818852,6.20-5.97
5.505138,6.20-5.97
2.886160,6.20-5.97
5.302713,6.20-5.97
4.708033,6.20-5.97
4.092048,6.20-5.97
4.453825,6.20-5.97
5.198960,6.20-5.97
4.624494,6.20-5.97
7.128026,6.20-5.97
5.848406,6.20-5.97
5.518187,6.20-5.97
7.076321,6.20-5.97
3.769082,6.20-5.97
2.268995,6.20-5.97
0.578858,6.20-5.97
4.507263,6.20-5.97
4.826471,6.20-5.97
5.481486,6.20-5.97
5.996732,6.20-5.97
3.341021,6.20-5.97
3.286840,6.20-5.97
5.886400,6.20-5.97
5.446214,6.20-5.97
3.907428,6.20-5.97
5.160963,6.20-5.97
3.438690,6.20-5.97
6.161514,6.20-5.97
6.007685,6.20-5.97
5.019057,6.20-5.97
7.167726,6.20-5.97
6.823567,6.20-5.97
4.453825,6.20-5.97
2.704107,6.20-5.97
3.356518,6.20-5.97
5.167098,6.20-5.97
5.980708,6.20-5.97
5.173121,6.20-5.97
4.298898,5.97-5.77
4.324502,5.97-5.77
4.357139,5.97-5.77
3.165407,5.97-5.77
3.159762,5.97-5.77
4.467011,5.97-5.77
5.888592,5.97-5.77
7.694921,5.97-5.77
7.357747,5.97-5.77
3.439818,5.97-5.77
6.398909,5.97-5.77
4.475908,5.97-5.77
2.069094,5.97-5.77
4.782887,5.97-5.77
5.351591,5.97-5.77
0.897308,5.97-5.77
4.046533,5.97-5.77
4.658313,5.97-5.77
4.246398,5.97-5.77
4.227362,5.97-5.77
7.475521,5.97-5.77
7.545559,5.97-5.77
5.591400,5.97-5.77
6.090805,5.97-5.77
4.627989,5.97-5.77
3.543313,5.97-5.77
4.624233,5.97-5.77
4.997334,5.97-5.77
6.060057,5.97-5.77
5.451442,5.97-5.77
6.577109,5.97-5.77
5.213369,5.97-5.77
5.604555,5.97-5.77
5.873939,5.97-5.77
4.379989,5.97-5.77
3.943400,5.97-5.77
5.418633,5.97-5.77
4.655243,5.97-5.77
6.376840,5.97-5.77
4.624233,5.97-5.77
2.152266,5.97-5.77
3.865037,5.97-5.77
3.430519,5.97-5.77
5.562574,5.97-5.77
6.458656,5.97-5.77
3.420420,5.97-5.77
2.164523,5.97-5.77
2.954900,5.97-5.77
5.621835,5.97-5.77
2.156977,5.97-5.77
0.895146,5.97-5.77
3.502197,5.97-5.77
4.464609,5.97-5.77
5.428385,5.97-5.77
5.468282,5.97-5.77
2.895376,5.97-5.77
5.241581,5.97-5.77
6.985217,5.97-5.77
5.367943,5.97-5.77
4.081971,5.97-5.77
3.535432,5.97-5.77
5.888592,5.97-5.77
7.403770,5.97-5.77
3.105806,5.97-5.77
4.823238,5.97-5.77
3.187777,5.97-5.77
2.156977,5.97-5.77
2.152266,5.97-5.77
3.471597,5.97-5.77
4.820136,5.97-5.77
5.171453,5.97-5.77
7.432250,5.97-5.77
3.535432,5.97-5.77
4.371943,5.97-5.77
4.989614,5.97-5.77
6.290890,5.97-5.77
5.693738,5.97-5.77
3.000299,5.97-5.77
5.081240,5.97-5.77
4.357139,5.97-5.77
6.032695,5.97-5.77
3.444363,5.97-5.77
4.181635,5.97-5.77
3.878639,5.97-5.77
5.107683,5.97-5.77
7.504222,5.97-5.77
2.895376,5.97-5.77
5.807425,5.97-5.77
4.911305,5.97-5.77
5.348882,5.97-5.77
5.351591,5.97-5.77
7.251930,5.97-5.77
4.379989,5.97-5.77
4.371943,5.97-5.77
4.557586,5.97-5.77
3.262785,5.97-5.77
4.997334,5.97-5.77
2.523654,5.97-5.77
3.460029,5.97-5.77
7.327882,5.97-5.77
3.033882,5.97-5.77
6.244805,5.97-5.77
2.276362,5.97-5.77
4.644689,5.97-5.77
2.674491,5.97-5.77
6.883249,5.97-5.77
5.786262,5.97-5.77
6.850880,5.97-5.77
5.241581,5.97-5.77
6.692712,5.97-5.77
6.087181,5.97-5.77
5.558754,5.97-5.77
4.913897,5.97-5.77
7.327882,5.97-5.77
4.063991,5.97-5.77
4.917286,5.97-5.77
4.289094,5.97-5.77
7.251930,5.97-5.77
6.236730,5.97-5.77
5.203262,5.97-5.77
3.460029,5.97-5.77
4.561434,5.97-5.77
5.971071,5.97-5.77
5.792809,5.97-5.77
2.505785,5.97-5.77
7.338033,5.97-5.77
1.195765,5.97-5.77
5.974674,5.97-5.77
5.871613,5.97-5.77
6.341926,5.97-5.77
3.832742,5.97-5.77
4.428405,5.97-5.77
4.782887,5.97-5.77
5.468282,5.97-5.77
3.624432,5.97-5.77
2.889115,5.97-5.77
1.195765,5.97-5.77
5.883256,5.97-5.77
3.236798,5.97-5.77
3.929452,5.97-5.77
5.679311,5.97-5.77
5.408419,5.97-5.77
7.002772,5.97-5.77
6.290890,5.97-5.77
4.670839,5.97-5.77
4.748003,5.97-5.77
5.348882,5.97-5.77
2.248690,5.97-5.77
2.669199,5.97-5.77
0.308832,5.97-5.77
5.155902,5.97-5.77
5.300332,5.97-5.77
5.493995,5.97-5.77
4.405806,5.97-5.77
4.063858,5.97-5.77
5.130123,5.97-5.77
5.693738,5.97-5.77
4.063991,5.97-5.77
6.661590,5.97-5.77
7.045010,5.97-5.77
5.275111,5.97-5.77
5.408419,5.97-5.77
5.531209,5.97-5.77
5.164568,5.97-5.77
3.236798,5.97-5.77
5.425195,5.97-5.77
5.756309,5.97-5.77
5.312267,5.97-5.77
2.889115,5.97-5.77
6.482959,5.97-5.77
5.526369,5.97-5.77
5.526369,5.97-5.77
3.715413,5.97-5.77
5.457301,5.97-5.77
3.005030,5.97-5.77
5.591646,5.97-5.77
5.878318,5.97-5.77
0.308832,5.97-5.77
3.723229,5.97-5.77
2.276362,5.97-5.77
3.817839,5.97-5.77
5.621835,5.97-5.77
4.529322,5.97-5.77
0.854736,5.97-5.77
4.880230,5.97-5.77
3.865037,5.97-5.77
5.379096,5.97-5.77
5.756309,5.97-5.77
6.908650,5.97-5.77
6.666323,5.97-5.77
6.032695,5.97-5.77
5.657327,5.97-5.77
5.873939,5.97-5.77
4.561434,5.97-5.77
1.602438,5.97-5.77
5.813368,5.97-5.77
5.678971,5.97-5.77
6.794616,5.97-5.77
6.666323,5.97-5.77
2.763375,5.97-5.77
5.541894,5.97-5.77
3.715413,5.97-5.77
5.373120,5.97-5.77
6.090805,5.97-5.77
-0.198436,5.97-5.77
5.493995,5.97-5.77
3.832742,5.97-5.77
7.338033,5.97-5.77
5.203262,5.97-5.77
2.674491,5.97-5.77
6.244805,5.97-5.77
6.236730,5.97-5.77
3.165407,5.97-5.77
5.367943,5.97-5.77
5.081240,5.97-5.77
5.817232,5.97-5.77
4.627989,5.97-5.77
1.648203,5.97-5.77
5.161840,5.97-5.77
4.527509,5.97-5.77
4.166852,5.97-5.77
3.012057,5.97-5.77
3.513811,5.97-5.77
4.855134,5.97-5.77
5.971071,5.97-5.77
5.026031,5.97-5.77
5.213369,5.97-5.77
5.155902,5.97-5.77
3.176614,5.97-5.77
6.082581,5.97-5.77
5.990672,5.97-5.77
3.714353,5.97-5.77
4.917286,5.97-5.77
5.871613,5.97-5.77
2.763375,5.97-5.77
4.778990,5.97-5.77
3.723229,5.97-5.77
6.956112,5.97-5.77
6.704255,5.97-5.77
5.451442,5.97-5.77
4.913897,5.97-5.77
5.819851,5.97-5.77
3.000299,5.97-5.77
4.855134,5.97-5.77
4.820136,5.97-5.77
4.467011,5.97-5.77
2.669199,5.97-5.77
5.736721,5.97-5.77
4.820025,5.97-5.77
4.227362,5.97-5.77
5.271013,5.97-5.77
2.523654,5.97-5.77
8.284726,5.97-5.77
2.486889,5.97-5.77
3.929452,5.97-5.77
4.697793,5.97-5.77
5.171453,5.97-5.77
7.210178,5.97-5.77
5.161840,5.97-5.77
5.819851,5.97-5.77
3.711525,5.97-5.77
6.275588,5.97-5.77
4.757357,5.97-5.77
2.323679,5.97-5.77
5.678971,5.97-5.77
4.298898,5.97-5.77
3.805645,5.97-5.77
6.577109,5.97-5.77
4.366736,5.97-5.77
0.432734,5.97-5.77
5.367174,5.97-5.77
3.518744,5.97-5.77
6.692712,5.97-5.77
5.428385,5.97-5.77
5.792809,5.97-5.77
7.002772,5.97-5.77
4.063858,5.97-5.77
1.648203,5.97-5.77
5.026031,5.97-5.77
2.654818,5.97-5.77
5.161989,5.97-5.77
4.437750,5.97-5.77
4.644689,5.97-5.77
4.073914,5.97-5.77
4.820025,5.97-5.77
7.074821,5.97-5.77
4.428405,5.97-5.77
7.300408,5.97-5.77
5.604555,5.97-5.77
5.800863,5.97-5.77
3.516166,5.97-5.77
2.505785,5.97-5.77
0.432734,5.97-5.77
-0.198436,5.97-5.77
4.392719,5.97-5.77
6.362292,5.97-5.77
3.176614,5.97-5.77
3.576694,5.97-5.77
2.651305,5.97-5.77
6.655036,5.97-5.77
4.265206,5.97-5.77
5.558754,5.97-5.77
6.655036,5.97-5.77
2.486889,5.97-5.77
5.878318,5.97-5.77
3.892758,5.97-5.77
5.275111,5.97-5.77
5.655614,5.97-5.77
4.166852,5.97-5.77
5.304369,5.97-5.77
0.895146,5.97-5.77
3.817839,5.97-5.77
3.262785,5.97-5.77
5.394189,5.97-5.77
7.074821,5.97-5.77
3.502197,5.97-5.77
0.897308,5.97-5.77
5.379096,5.97-5.77
5.457301,5.97-5.77
2.271679,5.97-5.77
5.531209,5.97-5.77
4.046533,5.97-5.77
5.807425,5.97-5.77
3.012057,5.97-5.77
3.912626,5.97-5.77
6.850880,5.97-5.77
6.704255,5.97-5.77
5.418633,5.97-5.77
5.817232,5.97-5.77
4.464609,5.97-5.77
6.902147,5.97-5.77
5.367174,5.97-5.77
4.697793,5.97-5.77
5.686216,5.97-5.77
2.969710,5.97-5.77
2.069094,5.97-5.77
3.005030,5.97-5.77
4.748003,5.97-5.77
7.045010,5.97-5.77
4.289094,5.97-5.77
6.341926,5.97-5.77
1.693621,5.97-5.77
3.033882,5.97-5.77
2.103390,5.97-5.77
6.661590,5.97-5.77
7.088692,5.97-5.77
3.697821,5.97-5.77
7.432250,5.97-5.77
5.591400,5.97-5.77
5.679311,5.97-5.77
4.757357,5.97-5.77
5.271013,5.97-5.77
4.475908,5.97-5.77
5.913649,5.97-5.77
3.518744,5.97-5.77
7.475521,5.97-5.77
2.103390,5.97-5.77
5.312267,5.97-5.77
4.658313,5.97-5.77
5.373120,5.97-5.77
5.883256,5.97-5.77
5.344203,5.97-5.77
6.902147,5.97-5.77
3.576694,5.97-5.77
4.265206,5.97-5.77
5.346053,5.97-5.77
5.300332,5.97-5.77
5.425195,5.97-5.77
3.878639,5.97-5.77
7.210178,5.97-5.77
5.686216,5.97-5.77
3.912626,5.97-5.77
4.691967,5.97-5.77
3.592227,5.97-5.77
7.300408,5.97-5.77
4.181635,5.97-5.77
6.683965,5.97-5.77
4.081971,5.97-5.77
3.711525,5.97-5.77
3.624432,5.97-5.77
3.543313,5.97-5.77
2.164523,5.97-5.77
5.107683,5.97-5.77
7.357747,5.97-5.77
3.159762,5.97-5.77
3.950791,5.97-5.77
3.943400,5.97-5.77
6.043360,5.97-5.77
7.088692,5.97-5.77
5.786262,5.97-5.77
5.657327,5.97-5.77
6.985217,5.97-5.77
2.850448,5.97-5.77
4.691967,5.97-5.77
4.405806,5.97-5.77
2.827541,5.97-5.77
4.102850,5.97-5.77
6.398909,5.97-5.77
5.800863,5.97-5.77
5.304369,5.97-5.77
4.366736,5.97-5.77
5.562574,5.97-5.77
4.670839,5.97-5.77
3.892758,5.97-5.77
6.362292,5.97-5.77
3.516166,5.97-5.77
6.376840,5.97-5.77
5.896998,5.97-5.77
5.444228,5.97-5.77
3.714353,5.97-5.77
4.778990,5.97-5.77
3.439818,5.97-5.77
2.651305,5.97-5.77
5.344203,5.97-5.77
2.850448,5.97-5.77
6.458656,5.97-5.77
3.697821,5.97-5.77
6.683965,5.97-5.77
5.736721,5.97-5.77
3.592227,5.97-5.77
4.911305,5.97-5.77
3.420420,5.97-5.77
5.990672,5.97-5.77
5.913649,5.97-5.77
4.324502,5.97-5.77
3.105806,5.97-5.77
2.106399,5.97-5.77
3.187777,5.97-5.77
5.219594,5.97-5.77
4.682565,5.97-5.77
3.444363,5.97-5.77
4.527509,5.97-5.77
2.954900,5.97-5.77
6.883249,5.97-5.77
6.794616,5.97-5.77
7.545559,5.97-5.77
5.181887,5.97-5.77
6.087181,5.97-5.77
5.230594,5.97-5.77
4.989614,5.97-5.77
2.827541,5.97-5.77
2.969710,5.97-5.77
5.106218,5.97-5.77
6.275588,5.97-5.77
3.249170,5.97-5.77
5.372298,5.97-5.77
5.164568,5.97-5.77
4.392719,5.97-5.77
7.403770,5.97-5.77
2.323679,5.97-5.77
2.248690,5.97-5.77
5.591646,5.97-5.77
1.515920,5.97-5.77
2.271679,5.97-5.77
5.230594,5.97-5.77
4.529322,5.97-5.77
6.082581,5.97-5.77
0.854736,5.97-5.77
4.246398,5.97-5.77
5.896998,5.97-5.77
5.106218,5.97-5.77
4.655243,5.97-5.77
2.692548,5.97-5.77
4.682565,5.97-5.77
3.430519,5.97-5.77
5.130123,5.97-5.77
5.444228,5.97-5.77
2.692548,5.97-5.77
5.161989,5.97-5.77
5.372298,5.97-5.77
6.060057,5.97-5.77
4.437750,5.97-5.77
4.823238,5.97-5.77
7.504222,5.97-5.77
6.956112,5.97-5.77
5.181887,5.97-5.77
3.249170,5.97-5.77
2.106399,5.97-5.77
5.655614,5.97-5.77
5.346053,5.97-5.77
4.102850,5.97-5.77
5.813368,5.97-5.77
4.880230,5.97-5.77
6.482959,5.97-5.77
5.219594,5.97-5.77
5.541894,5.97-5.77
3.805645,5.97-5.77
6.394378,5.97-5.77
4.073914,5.97-5.77
2.654818,5.97-5.77
1.602438,5.97-5.77
7.694921,5.97-5.77
5.974674,5.97-5.77
6.394378,5.97-5.77
6.043360,5.97-5.77
5.284301,5.97-5.77
3.471597,5.97-5.77
1.693621,5.97-5.77
1.515920,5.97-5.77
3.513811,5.97-5.77
3.950791,5.97-5.77
4.557586,5.97-5.77
6.908650,5.97-5.77
5.284301,5.97-5.77
3.284899,5.77-5.56
1.826374,5.77-5.56
2.959959,5.77-5.56
5.784906,5.77-5.56
3.579964,5.77-5.56
5.923130,5.77-5.56
5.829719,5.77-5.56
3.597008,5.77-5.56
1.936863,5.77-5.56
4.729994,5.77-5.56
6.847478,5.77-5.56
5.450801,5.77-5.56
5.937358,5.77-5.56
3.154240,5.77-5.56
4.938035,5.77-5.56
5.419596,5.77-5.56
4.423038,5.77-5.56
7.252866,5.77-5.56
6.536353,5.77-5.56
3.944219,5.77-5.56
2.248787,5.77-5.56
5.033059,5.77-5.56
4.966865,5.77-5.56
4.727392,5.77-5.56
4.451917,5.77-5.56
5.463169,5.77-5.56
5.084380,5.77-5.56
4.550660,5.77-5.56
4.861941,5.77-5.56
1.531954,5.77-5.56
2.217351,5.77-5.56
2.974859,5.77-5.56
6.569328,5.77-5.56
4.997919,5.77-5.56
4.911593,5.77-5.56
5.361484,5.77-5.56
4.445433,5.77-5.56
4.607118,5.77-5.56
2.964628,5.77-5.56
7.138908,5.77-5.56
3.911289,5.77-5.56
5.261636,5.77-5.56
7.369269,5.77-5.56
5.541244,5.77-5.56
4.966865,5.77-5.56
3.272755,5.77-5.56
5.589847,5.77-5.56
5.231960,5.77-5.56
2.225710,5.77-5.56
5.247652,5.77-5.56
5.178725,5.77-5.56
6.018519,5.77-5.56
3.181662,5.77-5.56
4.774079,5.77-5.56
5.368535,5.77-5.56
3.784076,5.77-5.56
6.844693,5.77-5.56
5.053333,5.77-5.56
4.195363,5.77-5.56
5.582394,5.77-5.56
4.174672,5.77-5.56
5.349880,5.77-5.56
4.775055,5.77-5.56
4.949903,5.77-5.56
5.080578,5.77-5.56
2.575633,5.77-5.56
4.882680,5.77-5.56
5.413888,5.77-5.56
2.655422,5.77-5.56
4.891077,5.77-5.56
4.058391,5.77-5.56
1.539933,5.77-5.56
6.460846,5.77-5.56
7.154363,5.77-5.56
3.717616,5.77-5.56
3.252357,5.77-5.56
4.938035,5.77-5.56
5.712260,5.77-5.56
6.728573,5.77-5.56
6.451901,5.77-5.56
1.833505,5.77-5.56
6.324202,5.77-5.56
3.252465,5.77-5.56
6.258812,5.77-5.56
5.382046,5.77-5.56
3.998379,5.77-5.56
6.451901,5.77-5.56
2.432555,5.77-5.56
6.756291,5.77-5.56
6.764831,5.77-5.56
4.303676,5.77-5.56
6.610483,5.77-5.56
5.247652,5.77-5.56
4.638360,5.77-5.56
6.801929,5.77-5.56
4.717336,5.77-5.56
0.481827,5.77-5.56
3.944219,5.77-5.56
6.009216,5.77-5.56
2.964628,5.77-5.56
3.382401,5.77-5.56
4.214228,5.77-5.56
7.262415,5.77-5.56
6.101450,5.77-5.56
6.221699,5.77-5.56
5.261636,5.77-5.56
2.959959,5.77-5.56
5.197390,5.77-5.56
2.432555,5.77-5.56
7.194860,5.77-5.56
6.293245,5.77-5.56
5.923130,5.77-5.56
0.670002,5.77-5.56
3.690463,5.77-5.56
5.382046,5.77-5.56
7.139935,5.77-5.56
4.775055,5.77-5.56
6.520815,5.77-5.56
6.756889,5.77-5.56
4.902697,5.77-5.56
3.460638,5.77-5.56
5.839489,5.77-5.56
6.855388,5.77-5.56
4.780117,5.77-5.56
3.051647,5.77-5.56
5.914735,5.77-5.56
2.652870,5.77-5.56
0.481827,5.77-5.56
3.208038,5.77-5.56
4.544905,5.77-5.56
4.209583,5.77-5.56
3.580696,5.77-5.56
5.231200,5.77-5.56
6.052771,5.77-5.56
6.136987,5.77-5.56
